"Title","Year","Venue","Venue Short","Authors","ISSN","Qualis CAPES"
"The Brazilian School Girls' Perspectives on a Computer Science Major.","2020","CLEI electronic journal","CLEI Electron. J.","Maristela Holanda;Roberto Nunes Mourão;Guilherme Novaes Ramos;Aletéia P. F. Araújo;Maria Emília M. T. Walter;Vinicius Borges;George von Borries","0717-5000","B2"
"Live neighbor-joining.","2018","BMC Bioinformatics","BMC Bioinform.","Guilherme P. Telles;Graziela S. Araújo;Maria Emília Telles Walter;Marcelo M. Brigido;Nalvo F. Almeida","1471-2105","A1"
"Formalization of Block Pruning: Reducing the Number of Cells Computed in Exact Biological Sequence Comparison Algorithms.","2018","The Computer Journal","Comput. J.","Edans Flavius de Oliveira Sandes;George Luiz Medeiros Teodoro;Maria Emília M. T. Walter;Xavier Martorell;Eduard Ayguadé;Alba Cristina Magalhaes Alves de Melo","N/A","N/A"
"BioNimbuZ: a federated cloud platform for bioinformatics applications.","2017","International Journal of Data Mining and Bioinformatics (IJDMB)","Int. J. Data Min. Bioinform.","Aletéia Patrícia Favacho de Araújo;Michel J. F. Rosa;Breno Moura;Guilherme Vergara;Maristela Holanda;Maria Emília Telles Walter","1748-5673","A3"
"Knowledge-based reasoning to annotate noncoding RNA using multi-agent system.","2015","Journal of Bioinformatics and Computational Biology","J. Bioinform. Comput. Biol.","Wosley Arruda;Daniel S. Souza;Célia Ghedini Ralha;Maria Emília M. T. Walter;Tainá Raiol;Marcelo M. Brigido;Peter F. Stadler","0219-7200","B1"
"Provenance in bioinformatics workflows.","2013","BMC Bioinformatics","BMC Bioinform.","Renato de Paula;Maristela Holanda;Luciana S. A. Gomes;Sérgio Lifschitz;Maria Emília M. T. Walter","1471-2105","A1"
"Democratising Artificial Intelligence for Pandemic Preparedness and Global Governance in Latin American and Caribbean Countries.","2024","Computing Research Repository (CoRR)","CoRR","André C. P. L. F. de Carvalho;Robson Bonidia;Jude Dzevela Kong;Mariana Dauhajre;Cláudio José Struchiner;Guilherme Tegoni Goedert;Peter F. Stadler;Maria Emília M. T. Walter;Danilo Sipoli Sanches;Troy Day;Marcia Castro;John Edmunds;Manuel Colomé-Hidalgo;Demian Arturo Herrera Morban;Edian F. Franco;Cesar Ugarte-Gil;Patricia Espinoza-Lopez;Gabriel Carrasco-Escobar;Ulisses Nunes da Rocha","N/A","N/A"
"A Barrier for Further Approximating Sorting by Transpositions.","2023","Journal of Computational Biology (JCB)","J. Comput. Biol.","Luiz Augusto G. Silva;Luis A. B. Kowada;Maria Emília M. T. Walter","1557-8666","A2"
"A barrier for further approximating Sorting By Transpositions.","2023","Computing Research Repository (CoRR)","CoRR","Luiz Augusto G. da Silva;Luis Antonio Brasil Kowada;Maria Emília M. T. Walter","N/A","N/A"
"A new 1.375-approximation algorithm for sorting by transpositions.","2022","Algorithms for Molecular Biology","Algorithms Mol. Biol.","Luiz Augusto G. Silva;Luis Antonio Brasil Kowada;Noraí Romeu Rocco;Maria Emília M. T. Walter","1748-7188","A2"
"Are spliced ncRNA host genes distinct classes of lncRNAs?","2020","Theory in Biosciences","Theory Biosci.","Rituparno Sen;Jörg Fallmann;Maria Emília M. T. Walter;Peter F. Stadler","1431-7613","A3"
"An algebraic 1.375-approximation algorithm for the Transposition Distance Problem.","2020","Computing Research Repository (CoRR)","CoRR","Luiz Augusto G. Silva;Luis A. B. Kowada;Noraí Romeu Rocco;Maria Emília M. T. Walter","N/A","N/A"
"SnoReport 2.0: new features and a refined Support Vector Machine to improve snoRNA identification.","2016","BMC Bioinformatics","BMC Bioinform.","João Victor de Araújo Oliveira;Fabrizio Costa;Rolf Backofen;Peter F. Stadler;Maria Emília Telles Walter;Jana Hertel","1471-2105","A1"
"Live Phylogeny.","2013","Journal of Computational Biology (JCB)","J. Comput. Biol.","Guilherme P. Telles;Nalvo F. Almeida;Rosane Minghim;Maria Emília M. T. Walter","1557-8666","A2"
"A Hybrid Robotic System for Arm Training of Stroke Survivors: Concept and First Evaluation.","2019","IEEE Transactions on Biomedical Engineering","IEEE Trans. Biomed. Eng.","Emilia Ambrosini;Michael Friedrich Russold;Margit Gföhler;Markus Puchinger;Matthias Weber 0006;Sebastian Becker;Karsten Krakow;Nancy Immick;Andreas Augsten;Mauro Rossini;Davide Proserpio;Johannes Zajc;Giulio Gasperini;Franco Molteni;Alessandra Pedrocchi;Simona Ferrante;Giancarlo Ferrigno;S. Dalla Gasperina;Maria Bulgheroni;Walter Baccinelli;Thomas Schauer;Constantin Wiesener","0018-9294","A1"
"Programa de Monitoria da Disciplina de Programação Introdutória na Universidade de Brasília.","2024","Revista Brasileira de Inform&#225;tica na Educa&#231;&#227;o","Revista Brasileira de Informática na Educ.","Maristela Holanda;Ian Nery Bandeira;Carla Denise Castanho;Aline Barros de Sousa;Dilma Da Silva","2317-6121","A4"
"Data Modeling and NoSQL Databases - A Systematic Mapping Review.","2022","ACM Computing Surveys","ACM Comput. Surv.","Harley Vera Olivera;Guo RuiZhe;Ruben Cruz Huacarpuma;Ana Paula Bernardi da Silva;Ari Melo Mariano;Maristela Holanda","0360-0300","A1"
"Analysis of the Influence of Modeling, Data Format and Processing Tool on the Performance of Hadoop-Hive Based Data Warehouse.","2022","Journal of Information and Data Management (JIDM)","J. Inf. Data Manag.","Beatriz Fragnan P. de Oliveira;Aline S. Oliveira Valente;Márcio Victorino;Edward Ribeiro;Maristela Holanda","2166-6288","C"
"Mundo Bit Byte - A digital mobile game to disseminate female personalities that made history in Computing.","2022","Journal on Interactive Systems (JIS)","J. Interact. Syst.","Aletéia P. F. Araújo;Ana Júlia Luziano Briceño;Ana Sofia S. Silvestre;Bianca P. Castro;Carla Denise Castanho;Carla Koike;Fernanda S. Marcilio;Hanani E. F. Soares;Maristela Holanda;Mauricio Miranda Sarmet;Roberta B. Oliveira;Tais A. Oliveira;Thamires P. Silva","2236-3297","B1"
"Latin American Women and Computer Science: A Systematic Literature Mapping.","2022","IEEE Transactions on Education","IEEE Trans. Educ.","Maristela Holanda;Dilma Da Silva","0018-9359","A2"
"Applications of geospatial big data in the Internet of Things.","2022","Transactions in GIS","Trans. GIS","Dennis Sávio Silva;Maristela Holanda","1361-1682","A2"
"Computational resource and cost prediction service for scientific workflows in federated clouds.","2021","Future Generation Computer Systems","Future Gener. Comput. Syst.","Michel J. F. Rosa;Célia Ghedini Ralha;Maristela Holanda;Aletéia P. F. Araújo","0167-739X","A1"
"QualiOSM: An Architecture to Improve Data Completeness on OpenStreetMap.","2021","Journal of Information and Data Management (JIDM)","J. Inf. Data Manag.","Gabriel F. B. de Medeiros;Lívia Castro Degrossi;Maristela Holanda","2166-6288","C"
"A proposal to minimize the cost of processing big geospatial data in public cloud providers.","2021","Transactions in GIS","Trans. GIS","João Bachiega Jr.;Maristela Holanda;Aletéia P. F. Araújo","1361-1682","A2"
"The Brazilian School Girls' Perspectives on a Computer Science Major.","2020","CLEI electronic journal","CLEI Electron. J.","Maristela Holanda;Roberto Nunes Mourão;Guilherme Novaes Ramos;Aletéia P. F. Araújo;Maria Emília M. T. Walter;Vinicius Borges;George von Borries","0717-5000","B2"
"Managing data provenance for bioinformatics workflows using AProvBio.","2019","International Journal of Computational Biology and Drug Design (IJCBDD)","Int. J. Comput. Biol. Drug Des.","Rodrigo F. Almeida;Waldeyr Mendes Cordeiro da Silva;Klayton Castro;Aletéia Patrícia Favacho de Araújo;Maria Emília Telles Walter;Sérgio Lifschitz;Maristela Holanda","1756-0764","B2"
"Designing Graph Databases With GRAPHED.","2019","Journal of Database Management","J. Database Manag.","Gustavo Cordeiro Galvão Van Erven;Rommel Novaes Carvalho;Waldeyr Mendes Cordeiro da Silva;Sérgio Lifschitz;Harley Vera Olivera;Maristela Holanda","1063-8016","B2"
"Generating Artificial Data to Evaluate Machine Learning Predictive Algorithms for Bus Travel Time.","2019","Journal of Information and Data Management (JIDM)","J. Inf. Data Manag.","Leandro dos Santos Ribeiro;Thiago de Paulo Faleiros;Maristela Holanda","2166-6288","C"
"BioNimbuZ: a federated cloud platform for bioinformatics applications.","2017","International Journal of Data Mining and Bioinformatics (IJDMB)","Int. J. Data Min. Bioinform.","Aletéia Patrícia Favacho de Araújo;Michel J. F. Rosa;Breno Moura;Guilherme Vergara;Maristela Holanda;Maria Emília Telles Walter","1748-5673","A3"
"A terpenoid metabolic network modelled as graph database.","2017","International Journal of Data Mining and Bioinformatics (IJDMB)","Int. J. Data Min. Bioinform.","Waldeyr Mendes Cordeiro da Silva;Danilo Vilar;Daniel S. Souza;Maria Emília Telles Walter;Maristela Terto de Holanda;Marcelo de Macedo Brígido","1748-5673","A3"
"Distributed Data Service for Data Management in Internet of Things Middleware.","2017","Sensors","Sensors","Ruben Cruz Huacarpuma;Rafael Timóteo de Sousa Júnior;Maristela Terto de Holanda;Robson de Oliveira Albuquerque;Luis Javier García-Villalba;Tai-Hoon Kim","N/A","N/A"
"Provenance in bioinformatics workflows.","2013","BMC Bioinform.","BMC Bioinform.","Renato de Paula;Maristela Holanda;Luciana S. A. Gomes;Sérgio Lifschitz;Maria Emília M. T. Walter","1471-2105","A1"
"Correction to: Certified First-Order AC-Unification and Applications.","2025","Journal of Automated Reasoning","J. Autom. Reason.","Mauricio Ayala-Rincón;Maribel Fernández;Gabriel Ferreira Silva;Temur Kutsia;Daniele Nantes-Sobrinho","0168-7433","A2"
"Compactness Theorem for Propositional Logic and Combinatorial Applications.","2024","Archive of Formal Proofs","Arch. Formal Proofs","Fabián Fernando Serrano Suárez;Thaynara Arielly de Lima;Mauricio Ayala-Rincón","N/A","N/A"
"Certified First-Order AC-Unification and Applications.","2024","Journal of Automated Reasoning","J. Autom. Reason.","Mauricio Ayala-Rincón;Maribel Fernández;Gabriel Ferreira Silva;Temur Kutsia;Daniele Nantes-Sobrinho","0168-7433","A2"
"On reconfiguring heterogeneous parallel island models.","2024","Swarm and Evolutionary Computation","Swarm Evol. Comput.","Lucas A. da Silveira;Thaynara A. de Lima;Mauricio Ayala-Rincón","2210-6502","A1"
"On the behavior of parallel island models.","2023","Applied Soft Computing","Appl. Soft Comput.","Lucas A. da Silveira;Thaynara A. de Lima;Jessé Barreto de Barros;José Luis Soncco-Álvarez;Carlos H. Llanos;Mauricio Ayala-Rincón","1568-4946","A1"
"Formal Verification of Termination Criteria for First-Order Recursive Functions.","2023","Journal of Automated Reasoning","J. Autom. Reason.","César A. Muñoz;Mauricio Ayala-Rincón;Mariano M. Moscato;Aaron Dutle;Anthony J. Narkawicz;Ariane Alves Almeida;Andréia B. Avelar da Silva;Thiago Mendonça Ferreira Ramos","0168-7433","A2"
"Formalizing Factorization on Euclidean Domains and Abstract Euclidean Algorithms.","2023","Computing Research Repository (CoRR)","LSFA/HCVS","Thaynara Arielly de Lima;Andréia Borges Avelar;André Luiz Galdino;Mauricio Ayala-Rincón","N/A","N/A"
"Equational Anti-Unification over Absorption Theories.","2023","Computing Research Repository (CoRR)","CoRR","Mauricio Ayala-Rincón;David M. Cerna;Andres Felipe Gonzalez Barragan;Temur Kutsia","N/A","N/A"
"Formalization of the Computational Theory of a Turing Complete Functional Language Model.","2022","Journal of Automated Reasoning","J. Autom. Reason.","Thiago Mendonça Ferreira Ramos;Ariane Alves Almeida;Mauricio Ayala-Rincón","0168-7433","A2"
"Grammar Compression by Induced Suffix Sorting.","2022","ACM Journal of Experimental Algorithmics (JEA)","ACM J. Exp. Algorithmics","Daniel Saad Nogueira Nunes;Felipe A. Louza;Simon Gog;Mauricio Ayala-Rincón;Gonzalo Navarro 0001","N/A","N/A"
"The impact of formulation of cost function in Task Mapping Problem on NoCs using bio-inspired based-metaheuristics.","2022","Microprocessors and Microsystems","Microprocess. Microsystems","Jessé Barreto de Barros;Nidhi Anantharajaiah;Mauricio Ayala-Rincón;Carlos Humberto Llanos Quintero;Jürgen Becker 0001","0141-9331","C"
"Introduction to the special issue: Confluence.","2022","Mathematical Structures in Computer Science (MSCS)","Math. Struct. Comput. Sci.","Mauricio Ayala-Rincón;Samuel Mimram","0960-1295","A2"
"Proceedings 16th Logical and Semantic Frameworks with Applications, LSFA 2021, Buenos Aires, Argentina (Online), 23rd - 24th July, 2021.","2022","Computing Research Repository (CoRR)","LSFA","Mauricio Ayala-Rincón;Eduardo Bonelli","N/A","N/A"
"Reconfigurable Heterogeneous Parallel Island Models.","2022","Computing Research Repository (CoRR)","CoRR","Lucas Angelo da Silveira;Thaynara Arielly de Lima;Mauricio Ayala-Rincón","N/A","N/A"
"Formalization of Ring Theory in PVS.","2021","Journal of Automated Reasoning","J. Autom. Reason.","Thaynara Arielly de Lima;André Luiz Galdino;Andréia Borges Avelar;Mauricio Ayala-Rincón","0168-7433","A2"
"Formalising nominal C-unification generalised with protected variables.","2021","Mathematical Structures in Computer Science (MSCS)","Math. Struct. Comput. Sci.","Mauricio Ayala-Rincón;Washington de Carvalho Segundo;Maribel Fernández;Gabriel Ferreira Silva;Daniele Nantes-Sobrinho","0960-1295","A2"
"On Nominal Syntax and Permutation Fixed Points.","2020","Logical Methods in Computer Science","Log. Methods Comput. Sci.","Mauricio Ayala-Rincón;Maribel Fernández;Daniele Nantes-Sobrinho","1860-5974","B1"
"Introduction to the special issue: Unification.","2020","Mathematical Structures in Computer Science (MSCS)","Math. Struct. Comput. Sci.","Mauricio Ayala-Rincón;Philippe Balbiani","0960-1295","A2"
"Formalizing the dependency pair criterion for innermost termination.","2020","Science of Computer Programming","Sci. Comput. Program.","Ariane Alves Almeida;Mauricio Ayala-Rincón","0167-6423","A4"
"Teaching Interactive Proofs to Mathematicians.","2020","Computing Research Repository (CoRR)","ThEdu@IJCAR","Mauricio Ayala-Rincón;Thaynara Arielly de Lima","N/A","N/A"
"Grammar Compression By Induced Suffix Sorting.","2020","Computing Research Repository (CoRR)","CoRR","Daniel Saad Nogueira Nunes;Felipe A. Louza;Simon Gog;Mauricio Ayala-Rincón;Gonzalo Navarro 0001","N/A","N/A"
"Opposition-Based Memetic Algorithm and Hybrid Approach for Sorting Permutations by Reversals.","2019","Evolutionary Computation","Evol. Comput.","José Luis Soncco-Álvarez;Daniel M. Muñoz;Mauricio Ayala-Rincón","1063-6560","A1"
"Selected Extended Papers of ITP 2017 - Preface.","2019","Journal of Automated Reasoning","J. Autom. Reason.","Mauricio Ayala-Rincón;César A. Muñoz","0168-7433","A2"
"Typed path polymorphism.","2019","Theoretical Computer Science","Theor. Comput. Sci.","Mauricio Ayala-Rincón;Eduardo Bonelli;Juan Edi;Andrés Viso","0304-3975","A2"
"A formalisation of nominal α-equivalence with A, C, and AC function symbols.","2019","Theoretical Computer Science","Theor. Comput. Sci.","Mauricio Ayala-Rincón;Washington de Carvalho Segundo;Maribel Fernández;Daniele Nantes-Sobrinho;Ana Cristina Rocha Oliveira","0304-3975","A2"
"On Nominal Syntax and Permutation Fixed Points.","2019","Computing Research Repository (CoRR)","CoRR","Mauricio Ayala-Rincón;Maribel Fernández;Daniele Nantes-Sobrinho","N/A","N/A"
"Formalizing the Dependency Pair Criterion for Innermost Termination.","2019","Computing Research Repository (CoRR)","CoRR","Ariane Alves Almeida;Mauricio Ayala-Rincón","N/A","N/A"
"On the average number of reversals needed to sort signed permutations.","2018","Discrete Applied Mathematics","Discret. Appl. Math.","Thaynara A. de Lima;Mauricio Ayala-Rincón","0166-218X","A2"
"Nominal essential intersection types.","2018","Theoretical Computer Science","Theor. Comput. Sci.","Mauricio Ayala-Rincón;Maribel Fernández;Ana Cristina Rocha Oliveira;Daniel Lima Ventura","0304-3975","A2"
"A Formalisation of Nominal C-Matching through Unification with Protected Variables.","2018","Electronic Notes in Theoretical Computer Science (ENTCS)","LSFA","Mauricio Ayala-Rincón;Washington de Carvalho Segundo;Maribel Fernández;Daniele Nantes-Sobrinho","N/A","N/A"
"Confluence of Orthogonal Term Rewriting Systems in the Prototype Verification System.","2017","Journal of Automated Reasoning","J. Autom. Reason.","Ana Cristina Rocha Oliveira;André Luiz Galdino;Mauricio Ayala-Rincón","0168-7433","A2"
"Intruder deduction problem for locally stable theories with normal forms and inverses.","2017","Theoretical Computer Science","Theor. Comput. Sci.","Mauricio Ayala-Rincón;Maribel Fernández;Daniele Nantes-Sobrinho","0304-3975","A2"
"Logical and Semantic Frameworks with Applications.","2017","Theoretical Computer Science","Theor. Comput. Sci.","Mauricio Ayala-Rincón;Ian Mackie;Ugo Montanari","0304-3975","A2"
"Nominal C-Unification.","2017","Computing Research Repository (CoRR)","CoRR","Mauricio Ayala-Rincón;Washington de Carvalho Segundo;Maribel Fernández;Daniele Nantes-Sobrinho","N/A","N/A"
"A Grammar Compression Algorithm based on Induced Suffix Sorting.","2017","Computing Research Repository (CoRR)","CoRR","Daniel Saad Nogueira Nunes;Felipe A. Louza;Simon Gog;Mauricio Ayala-Rincón;Gonzalo Navarro 0001","N/A","N/A"
"A Formalisation of Nominal α-equivalence with A and AC Function Symbols.","2016","Electronic Notes in Theoretical Computer Science (ENTCS)","LSFA","Mauricio Ayala-Rincón;Washington de Carvalho Segundo;Maribel Fernández;Daniele Nantes-Sobrinho","N/A","N/A"
"Type Soundness for Path Polymorphism.","2016","Computing Research Repository (CoRR)","CoRR","Andrés Viso;Eduardo Bonelli;Mauricio Ayala-Rincón","N/A","N/A"
"Explicit substitution calculi with de Bruijn indices and intersection type systems.","2015","Logic Journal of the IGPL","Log. J. IGPL","Daniel Lima Ventura;Fairouz Kamareddine;Mauricio Ayala-Rincón","1367-0751","A1"
"Parallelization of genetic algorithms for sorting permutations by reversals over biological data.","2015","International Journal of Hybrid Intelligent Systems","Int. J. Hybrid Intell. Syst.","José Luis Soncco-Álvarez;Gabriel Marchesan Almeida;Jürgen Becker 0001;Mauricio Ayala-Rincón","1448-5869","B3"
"Formalising Confluence in PVS.","2015","Computing Research Repository (CoRR)","DCM","Mauricio Ayala-Rincón","N/A","N/A"
"Checking Overlaps of Nominal Rewriting Rules.","2015","Electronic Notes in Theoretical Computer Science (ENTCS)","LSFA","Mauricio Ayala-Rincón;Maribel Fernández;Murdoch James Gabbay;Ana Cristina Rocha Oliveira","N/A","N/A"
"Completeness in PVS of a Nominal Unification Algorithm.","2015","Electronic Notes in Theoretical Computer Science (ENTCS)","LSFA","Mauricio Ayala-Rincón;Maribel Fernández;Ana Cristina Rocha Oliveira","N/A","N/A"
